id,name,area_code,id_num,tel,probability,tag,date
200528,高慧,410103,410103199810237976,10285703358,0.73,0,2023-07-04
200531,杨春梅,410103,410103200304132471,12501058350,0.64,0,2023-07-04
200537,潘彬,410103,410103200011161698,14241889051,0.67,0,2023-07-04
200538,韩秀荣,410103,410103197006125336,11808919312,0.8,1,2023-07-04
200539,马建军,410103,410103199506213280,11910254011,0.67,0,2023-07-04
200541,郭兵,410106,410106197308105951,18212029541,0.63,0,2023-07-04
200543,秦淑华,410106,410106198103144717,10904575867,0.6,0,2023-07-04
200544,马军,410106,410106200105038940,11127656879,0.68,0,2023-07-04
200545,易淑华,410106,410106198803262168,12451402520,0.85,1,2023-07-04
200547,蔡丽娟,410106,410106195410249903,19310791648,0.82,1,2023-07-04
200548,李桂荣,410106,410106197411179481,15726465731,0.62,0,2023-07-04
200552,王强,410106,410106200301207723,17390158534,0.75,0,2023-07-04
200553,滕文,410106,410106199109245796,11192829270,0.61,0,2023-07-04
200555,陈玉梅,410106,410106197806255200,18357907585,0.68,0,2023-07-04
200559,张淑兰,410106,410106198308197075,10406897677,0.62,0,2023-07-04
200560,鲁瑞,410106,410106196109106901,11404492299,0.74,0,2023-07-04
200562,钟金凤,410106,410106196407235810,19107051521,0.74,0,2023-07-04
200566,张丹丹,410106,410106198911244425,12248694395,0.93,1,2023-07-04
200567,方桂芳,410106,410106195609041177,17521782817,0.85,1,2023-07-04
200568,傅芳,410106,410106195610039103,10172018574,0.86,1,2023-07-04
200569,黎晶,410106,410106195305028331,11430061302,0.98,1,2023-07-04
200574,王亮,410108,410108200302186996,19696253736,0.73,0,2023-07-04
200576,田华,410108,410108198903066393,15755354900,0.62,0,2023-07-04
200577,刘红梅,410108,410108199507202377,17289276576,0.76,1,2023-07-04
200580,马玉梅,410108,410108199806032032,14348757169,0.63,0,2023-07-04
200583,黄淑英,410108,410108197707234878,16735339221,0.69,0,2023-07-04
200584,颜佳,410108,410108196105135557,15158416347,0.77,1,2023-07-04
200585,杜林,410108,410108200303285681,19854662929,0.68,0,2023-07-04
200587,胡涛,410108,410108195409016109,19868437703,0.69,0,2023-07-04
200589,彭璐,410108,410108196110111888,19412324567,0.71,0,2023-07-04
200590,赵金凤,410108,410108197410054832,14063612380,0.72,0,2023-07-04
200595,赵林,410108,410108198707137672,18253670758,0.89,1,2023-07-04
200597,张强,410108,410108198402266251,14521848558,0.74,0,2023-07-04
200598,荣洁,410108,410108195403215237,19813512734,0.71,0,2023-07-04
200602,张彬,410105,410105197810169889,19680072540,0.71,0,2023-07-05
200603,桂璐,410105,410105198505271317,13713871607,0.8,1,2023-07-05
200605,王丹丹,410105,410105197402047329,18158680892,0.84,1,2023-07-05
200607,茅桂荣,410105,410105197108101763,12919015830,0.76,1,2023-07-05
200610,王洋,410105,410105199705079828,14758199685,0.87,1,2023-07-05
200611,李玉英,410105,410105198004166575,12635969611,0.68,0,2023-07-05
200614,王建军,410105,410105197709257114,18873136688,0.72,0,2023-07-05
200618,傅建平,410105,410105196803241445,10146821396,0.65,0,2023-07-05
200619,王峰,410105,410105196208164926,19017694575,0.81,1,2023-07-05
200621,王秀华,410105,410105199205107976,10636487419,0.67,0,2023-07-05
200626,党秀兰,410105,410105197907253754,15898876321,0.74,0,2023-07-05
200629,王婷,410105,410105197311104491,16496552581,0.61,0,2023-07-05
200630,吴玉,410105,410105195711213457,10844741817,0.79,1,2023-07-05
200632,白桂英,410102,410102199102197867,10497769432,0.79,1,2023-07-05
200634,莫平,410102,410102199211246698,10563597100,0.81,1,2023-07-05
200635,邓凤兰,410102,410102200307202911,14327158724,0.81,1,2023-07-05
200636,郑秀云,410102,410102197407144591,13090737639,0.66,0,2023-07-05
200637,孙博,410102,410102198904222377,18911568722,0.75,0,2023-07-05
200638,苗丽华,410102,410102199007048247,10600796879,0.71,0,2023-07-05
200639,魏洋,410102,410102196810286618,18577353413,0.64,0,2023-07-05
200640,黄丹,410102,410102196905231745,17594440951,0.66,0,2023-07-05
200644,李秀兰,410102,410102200106102175,11493277485,0.85,1,2023-07-05
200645,彭帅,410102,410102197004148807,14991938138,0.74,0,2023-07-05
200646,刘冬梅,410102,410102197106213004,12837943266,0.66,0,2023-07-05
200649,徐梅,410102,410102198203068235,16906561576,0.84,1,2023-07-05
200650,殷冬梅,410102,410102199705047485,11920600928,0.77,1,2023-07-05
200652,杨璐,410102,410102197306026100,17040369924,0.76,1,2023-07-05
200656,雷丽娟,410102,410102196504194919,17985550807,0.7,0,2023-07-05
200657,余勇,410102,410102197602118770,15182459192,0.65,0,2023-07-05
200659,刘兰英,410102,410102196410031945,14517818575,0.77,1,2023-07-05
200660,曹倩,410102,410102196509155775,19565355716,0.78,1,2023-07-05
200662,王鑫,410103,410103196605276875,15562620050,0.85,1,2023-07-05
200667,雷宁,410103,410103195703033628,12142184598,0.83,1,2023-07-05
200672,王冬梅,410103,410103200101079641,13895813380,0.78,1,2023-07-05
200675,潘志强,410103,410103197209043365,13977804224,0.82,1,2023-07-05
200678,陈玉兰,410103,410103195905162713,13847254902,0.73,0,2023-07-05
200679,曹秀兰,410103,410103196111285008,17492690213,0.88,1,2023-07-05
200681,管荣,410103,410103197311102612,12364341086,0.63,0,2023-07-05
200683,朱红梅,410103,410103197007121220,13170882290,0.8,1,2023-07-05
200684,周桂荣,410103,410103198003182733,13155919043,0.69,0,2023-07-05
200685,严岩,410103,410103197902208449,15802493733,0.8,1,2023-07-05
200687,柴兰英,410103,410103199406081221,19387182266,0.77,1,2023-07-05
200690,朱琳,410103,410103195703174081,18349548232,0.73,0,2023-07-05
200692,贺秀珍,410106,410106199304279884,13809633807,0.84,1,2023-07-05
200694,陆宇,410106,410106198605107225,14033194559,0.62,0,2023-07-05
200704,杨红,410106,410106198606206135,11978701711,0.73,0,2023-07-05
200707,王金凤,410106,410106198506056255,17648232268,0.63,0,2023-07-05
200708,吴玉珍,410106,410106196008267495,14090086352,0.75,0,2023-07-05
200710,惠俊,410106,410106197811124360,15918187054,0.72,0,2023-07-05
200711,白秀荣,410106,410106198811041419,12561787139,0.7,0,2023-07-05
200713,冯宁,410106,410106195503244920,14524795557,0.64,0,2023-07-05
200716,王芳,410106,410106199505042366,15503610524,0.71,0,2023-07-05
200717,邹洋,410106,410106198805178647,15584803126,0.73,0,2023-07-05
200718,陆秀云,410106,410106199008118016,18274710478,0.84,1,2023-07-05
200720,李坤,410106,410106196207058701,10719624974,0.67,0,2023-07-05
200721,卢华,410108,410108196709078794,15717889303,0.67,0,2023-07-05
200722,王玉珍,410108,410108195302094805,10013660457,0.71,0,2023-07-05
200724,朱俊,410108,410108199201221150,16924384477,0.61,0,2023-07-05
200725,元婷婷,410108,410108196310223724,14708548728,0.73,0,2023-07-05
200732,陈建军,410108,410108199708161886,17785990641,0.71,0,2023-07-05
200734,马洁,410108,410108200201121970,16871310924,0.71,0,2023-07-05
200737,张坤,410108,410108200106201194,13758879389,0.73,0,2023-07-05
200741,黄超,410108,410108196011122897,14998455233,0.68,0,2023-07-05
200742,侯璐,410108,410108199407234710,19811792389,0.69,0,2023-07-05
200743,刘伟,410108,410108198007014706,11969088838,0.9,1,2023-07-05
200745,曹莉,410108,410108198911217062,15313663671,0.72,0,2023-07-05
200747,司凯,410108,410108197302038888,12279802370,0.83,1,2023-07-05
200751,王玉珍,410105,410105198308065185,13324207172,0.71,0,2023-07-06
200752,李成,410105,410105195711043548,19200467468,0.9,1,2023-07-06
200755,李建,410105,410105199406089588,11221083119,0.69,0,2023-07-06
200757,冯静,410105,410105198606283564,18830760668,0.77,1,2023-07-06
200759,陈宇,410105,410105199908074909,17023590687,0.76,1,2023-07-06
200761,周琴,410105,410105199506027839,14046290964,0.74,0,2023-07-06
200762,杨雪,410105,410105195411246905,16862092378,0.75,0,2023-07-06
200767,李丽华,410105,410105198005285329,15569171958,0.66,0,2023-07-06
200773,何建国,410105,410105199207018133,18348069138,0.77,1,2023-07-06
200775,沈莹,410105,410105199105043711,14698263484,0.84,1,2023-07-06
200778,程瑜,410105,410105197811175288,13534280777,0.7,0,2023-07-06
200781,时想,410102,410102200004124817,15420530881,0.72,0,2023-07-06
200782,吕琳,410102,410102199301065196,14003246755,0.7,0,2023-07-06
200783,王健,410102,410102195808018381,17783935910,0.79,1,2023-07-06
200786,吴冬梅,410102,410102195609141282,18083307587,0.9,1,2023-07-06
200787,翁桂芝,410102,410102199203273376,13325243035,0.63,0,2023-07-06
200789,萧东,410102,410102196202046392,15932028777,0.74,0,2023-07-06
200790,郭荣,410102,410102197210178920,12433505796,0.72,0,2023-07-06
200794,谢强,410102,410102198506054291,13580389810,0.75,0,2023-07-06
200796,徐小红,410102,410102196008119823,11586891300,0.71,0,2023-07-06
200798,吴波,410102,410102196710062031,16389833851,0.76,1,2023-07-06
200799,吴刚,410102,410102199009106413,17556162370,0.71,0,2023-07-06
200800,张淑华,410102,410102195706176731,15350016052,0.73,0,2023-07-06
200801,徐桂花,410102,410102195708166654,16930666517,0.69,0,2023-07-06
200802,李秀荣,410102,410102199308164016,11594889154,0.69,0,2023-07-06
200806,朱岩,410102,410102197203024956,14284126243,0.71,0,2023-07-06
200808,张佳,410102,410102198607052362,12371004607,0.69,0,2023-07-06
200809,刘雪梅,410102,410102199303084707,16182180241,0.75,0,2023-07-06
200810,朱杰,410102,410102197108257501,11845582933,0.68,0,2023-07-06
200813,殷艳,410103,410103198802053577,19044428296,0.75,0,2023-07-06
200819,卿璐,410103,410103195507185888,15876993971,0.91,1,2023-07-06
200823,张瑞,410103,410103195609252694,11718869118,0.72,0,2023-07-06
200825,李鹏,410103,410103195509129267,13867925934,0.74,0,2023-07-06
200827,周玉梅,410103,410103195305161335,10618255821,0.74,0,2023-07-06
200830,孙楠,410103,410103199809266618,14769196077,0.66,0,2023-07-06
200831,高勇,410103,410103196308226648,13407098221,0.67,0,2023-07-06
200839,刘华,410103,410103198406283555,16997581128,0.74,0,2023-07-06
200840,李瑜,410103,410103200009237354,16585479168,0.7,0,2023-07-06
200841,赵秀梅,410106,410106195406052700,19525735134,0.61,0,2023-07-06
200842,张春梅,410106,410106199806125233,12686908496,0.78,1,2023-07-06
200843,金雪梅,410106,410106196209184357,14607641565,0.68,0,2023-07-06
200844,姜凯,410106,410106199406222007,14275946067,0.8,1,2023-07-06
200846,韦峰,410106,410106198404011953,17399666519,0.84,1,2023-07-06
200849,孙建华,410106,410106196208167726,12103608750,0.75,0,2023-07-06
200852,干亮,410106,410106198903135626,14996118078,0.67,0,2023-07-06
200853,李淑珍,410106,410106198109234916,19751316908,0.71,0,2023-07-06
200854,王建华,410106,410106197909106172,12481179793,0.64,0,2023-07-06
200855,王丽丽,410106,410106196107164301,18605455393,0.76,1,2023-07-06
200856,王秀英,410106,410106197702228297,10963434452,0.79,1,2023-07-06
200857,侯秀华,410106,410106196711078803,16129863330,0.75,0,2023-07-06
200858,刘瑞,410106,410106197807276353,18547604610,0.7,0,2023-07-06
200862,张英,410106,410106199106181052,16670435667,0.7,0,2023-07-06
200864,洪秀云,410106,410106198601127693,16497827035,0.85,1,2023-07-06
200865,张凤英,410106,410106198807262717,10703486970,0.64,0,2023-07-06
200866,陆璐,410106,410106198308091831,17514925908,0.84,1,2023-07-06
200869,申晶,410106,410106200308086498,18128038708,0.7,0,2023-07-06
200873,王倩,410108,410108200008094079,17770118323,0.69,0,2023-07-06
200875,尤婷,410108,410108198801261368,14728940328,0.74,0,2023-07-06
200876,叶桂芳,410108,410108197008218133,14086230288,0.61,0,2023-07-06
200877,冼玉华,410108,410108197003127961,11753482064,0.66,0,2023-07-06
